#{"t_start": 1650554200.7846, "env_id": "PandaReachDense-v2"}
r,l,t,is_success
-7.050537,50,40.00385,0.0
-8.138173,50,40.186327,0.0
-4.910173,50,40.359864,0.0
-4.290765,50,41.313475,0.0
-10.176211,50,41.485109,0.0
-8.949562,50,42.677063,0.0
-7.984785,50,42.854591,0.0
-11.306939,50,43.026092,0.0
-11.518274,50,43.204148,0.0
-11.375333,50,43.385662,0.0
-4.893758,50,43.564187,0.0
-5.659145,50,43.765712,0.0
-7.01505,50,43.966153,0.0
-9.441996,50,44.150617,0.0
-8.735617,50,44.34115,0.0
-5.021333,50,44.526613,0.0
-6.290783,50,45.721815,0.0
-8.12147,50,45.912491,0.0
-8.124421,50,46.093018,0.0
-9.752525,50,46.275486,0.0
-13.683004,50,46.47313,0.0
-10.375452,50,46.658624,0.0
-8.177527,50,46.849123,0.0
-12.821142,50,47.896345,0.0
-8.027284,50,48.077857,0.0
-7.751904,50,48.254344,0.0
-5.505404,50,49.501368,0.0
-11.796366,50,49.707811,0.0
-12.303731,50,49.939153,0.0
-7.61439,50,50.174128,0.0
-10.245358,50,50.387556,0.0
-7.292381,50,50.71568,0.0
-11.850847,50,51.07475,0.0
-6.967387,50,51.403383,0.0
-6.346991,50,51.630775,0.0
-10.074497,50,51.8901,0.0
-4.462217,50,53.250207,0.0
-5.142704,50,53.502533,0.0
-3.275925,50,53.728001,0.0
-8.884412,50,53.912479,0.0
-8.881455,50,54.117887,0.0
-11.200053,50,54.365225,0.0
-9.991755,50,54.576695,0.0
-13.415777,50,55.652509,0.0
-6.898949,50,55.850219,0.0
-7.048394,50,56.032665,0.0
-6.907384,50,57.250908,0.0
-12.101638,50,57.452336,0.0
-10.615594,50,57.662803,0.0
-5.969901,50,57.862232,0.0
-7.418114,50,58.099601,0.0
-6.562259,50,58.343779,0.0
-6.131191,50,58.563123,0.0
-14.290056,50,58.812455,0.0
-10.298166,50,59.031913,0.0
-5.860889,50,59.253279,0.0
-3.177745,50,59.478677,0.0
-9.184108,50,60.89605,0.0
-14.469096,50,61.1107,0.0
-6.833718,50,61.329046,0.0
-5.429164,50,61.537009,0.0
-13.810261,50,61.748445,0.0
-5.694738,50,61.965864,0.0
-4.948743,50,63.118932,0.0
-13.996633,50,63.324424,0.0
-8.451182,50,63.515833,0.0
-12.570526,50,63.72209,0.0
-12.009131,50,64.965767,0.0
-6.241192,50,65.182928,0.0
-3.764485,50,65.391371,0.0
-11.445297,50,65.59782,0.0
-12.528611,50,65.808257,0.0
-5.654698,50,66.004732,0.0
-13.544263,50,66.212176,0.0
-3.589952,50,66.438211,1.0
-12.302046,50,66.660616,0.0
-12.585453,50,66.856095,0.0
-7.590878,50,68.057533,0.0
-10.163387,50,68.269966,0.0
-7.971799,50,68.459414,0.0
-11.420581,50,68.6519,0.0
-9.491104,50,68.84742,0.0
-12.400089,50,69.051874,0.0
-8.627577,50,70.355601,0.0
-12.1736,50,70.614946,0.0
-4.595019,50,70.897151,0.0
-7.102687,50,71.192363,0.0
