#{"t_start": 1650551889.6136928, "env_id": "PandaReach-v2"}
r,l,t,is_success
-2.0,50,74.508361,1.0
-5.0,50,75.438173,1.0
-3.0,50,76.342844,1.0
0.0,50,77.254177,1.0
-4.0,50,78.763652,1.0
-2.0,50,79.877809,1.0
-3.0,50,80.804034,1.0
-5.0,50,81.696639,1.0
0.0,50,82.586706,1.0
-3.0,50,83.541853,1.0
-3.0,50,84.452813,1.0
-2.0,50,85.818823,1.0
-2.0,50,87.221353,1.0
-2.0,50,88.239037,1.0
-2.0,50,89.240731,1.0
-2.0,50,90.204767,1.0
-2.0,50,91.184566,1.0
-2.0,50,93.309752,1.0
-2.0,50,94.582894,1.0
-3.0,50,95.652707,1.0
-2.0,50,96.651955,1.0
-1.0,50,97.671078,1.0
-2.0,50,98.669314,1.0
-3.0,50,99.627672,1.0
-3.0,50,100.558944,1.0
-1.0,50,101.482241,1.0
-3.0,50,102.389922,1.0
-2.0,50,103.294843,1.0
-2.0,50,104.19445,1.0
-2.0,50,105.24393,1.0
0.0,50,106.223872,1.0
-1.0,50,107.260473,1.0
-1.0,50,108.618624,1.0
0.0,50,109.685763,1.0
0.0,50,110.691395,1.0
-2.0,50,111.611194,1.0
-1.0,50,112.50774,1.0
-2.0,50,114.519744,1.0
-3.0,50,116.62571,1.0
-2.0,50,118.310761,1.0
-1.0,50,119.337358,1.0
-1.0,50,120.254549,1.0
-2.0,50,121.158226,1.0
-1.0,50,122.056818,1.0
-1.0,50,122.971794,1.0
-1.0,50,123.913763,1.0
-3.0,50,124.811792,1.0
-2.0,50,125.715755,1.0
-3.0,50,126.641629,1.0
-2.0,50,127.576249,1.0
-2.0,50,128.48531,1.0
-1.0,50,129.399324,1.0
-1.0,50,130.296944,1.0
-1.0,50,131.251616,1.0
-3.0,50,132.292037,1.0
-3.0,50,133.267704,1.0
-1.0,50,134.219249,1.0
-2.0,50,135.955648,1.0
-2.0,50,136.852425,1.0
-3.0,50,137.797208,1.0
-2.0,50,138.740692,1.0
0.0,50,139.685724,1.0
-2.0,50,140.587162,1.0
-3.0,50,141.496043,1.0
0.0,50,142.446661,1.0
-3.0,50,143.416447,1.0
0.0,50,144.378944,1.0
-1.0,50,145.284961,1.0
-4.0,50,146.298124,1.0
-2.0,50,147.314773,1.0
-1.0,50,148.307153,1.0
-1.0,50,149.218606,1.0
-2.0,50,150.136617,1.0
-3.0,50,151.083712,1.0
0.0,50,152.045274,1.0
-2.0,50,153.007755,1.0
-2.0,50,153.934286,1.0
-1.0,50,155.621004,1.0
-2.0,50,156.544538,1.0
-1.0,50,157.452237,1.0
-2.0,50,158.355674,1.0
-2.0,50,159.277567,1.0
-2.0,50,160.196451,1.0
-1.0,50,161.110693,1.0
-2.0,50,162.019265,1.0
-3.0,50,162.987335,1.0
-1.0,50,163.890049,1.0
-3.0,50,164.793091,1.0
-2.0,50,165.696645,1.0
-3.0,50,166.635799,1.0
-1.0,50,167.547232,1.0
-1.0,50,168.45437,1.0
-2.0,50,169.364048,1.0
-2.0,50,170.326575,1.0
-2.0,50,171.270742,1.0
-3.0,50,172.186809,1.0
-2.0,50,173.092913,1.0
-1.0,50,174.856143,1.0
-1.0,50,175.912731,1.0
-1.0,50,176.952886,1.0
-2.0,50,177.982297,1.0
-1.0,50,179.092707,1.0
-2.0,50,180.18947,1.0
-1.0,50,181.292025,1.0
-1.0,50,182.228078,1.0
-3.0,50,183.224814,1.0
-1.0,50,184.187889,1.0
-2.0,50,185.506001,1.0
0.0,50,186.499134,1.0
-3.0,50,187.532509,1.0
-2.0,50,188.456726,1.0
-2.0,50,189.372818,1.0
-1.0,50,190.546089,1.0
-3.0,50,191.868933,1.0
-1.0,50,192.863282,1.0
-2.0,50,193.849028,1.0
-1.0,50,194.806947,1.0
