time/fps,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/iterations,time/total_timesteps,train/n_updates,train/policy_gradient_loss,train/approx_kl,train/entropy_loss,train/explained_variance,train/clip_range,train/loss,train/value_loss,train/learning_rate,train/clip_fraction,eval/mean_ep_length,eval/mean_reward
168,50.53409090909091,27,50.53409090909091,145,4640,2880,-0.045356663316488265,0.052468717,-0.5036497130990029,-1.202265977859497,0.2,0.7131472229957581,4.130055147409439,0.0003,0.1671875,,
168,52.21348314606742,27,52.21348314606742,146,4672,2900,-0.05217132503166795,0.1618978,-0.41436183750629424,-3.0822319984436035,0.2,0.3757857084274292,2.050047701597214,0.0003,0.4,,
168,52.21348314606742,27,52.21348314606742,147,4704,2920,-0.004344891663640738,0.0010523191,-0.4358337953686714,0.663378894329071,0.2,0.4318346381187439,2.2675302594900133,0.0003,0.0484375,,
168,52.21348314606742,28,52.21348314606742,148,4736,2940,-0.02311154128983617,0.036967985,-0.4083520844578743,-0.9233464002609253,0.2,0.18849843740463257,0.9267567560076714,0.0003,0.1578125,,
168,52.21348314606742,28,52.21348314606742,149,4768,2960,-0.0032253863755613565,0.0055184048,-0.42038816809654234,0.22453200817108154,0.2,0.10424350947141647,0.5532016009092331,0.0003,0.040625,,
169,53.12222222222222,28,53.12222222222222,150,4800,2980,-0.005490180011838675,0.016656693,-0.4534417152404785,0.8319244235754013,0.2,0.050082143396139145,0.3113576266914606,0.0003,0.19375,,
169,53.12222222222222,28,53.12222222222222,151,4832,3000,-0.005770054459571838,0.011450699,-0.4292054668068886,-0.020679354667663574,0.2,40.051185607910156,98.2857681274414,0.0003,0.075,,
169,53.12222222222222,28,53.12222222222222,152,4864,3020,-0.005504134576767683,0.0022277301,-0.5142738819122314,-1.2952208518981934,0.2,0.27515143156051636,0.8497861742973327,0.0003,0.0015625,,
169,53.76923076923077,28,53.76923076923077,153,4896,3040,-0.005389616126194596,0.006034417,-0.4556326106190681,0.5433407723903656,0.2,0.06680628657341003,0.39148415848612783,0.0003,0.0203125,,
169,53.76923076923077,29,53.76923076923077,154,4928,3060,-0.0018001981545239687,0.00040835794,-0.5157261312007904,0.4129985570907593,0.2,15.623427391052246,60.16324424743652,0.0003,0.0,,
169,53.76923076923077,29,53.76923076923077,155,4960,3080,-0.0171363259665668,0.0045880293,-0.49993895888328554,-0.5337642431259155,0.2,0.23368236422538757,0.8756047278642655,0.0003,0.0328125,,
169,53.76923076923077,29,53.76923076923077,156,4992,3100,-0.0009683255106210708,0.0031019123,-0.5148330420255661,0.7850386798381805,0.2,0.04334468021988869,0.23178871162235737,0.0003,0.021875,,
169,54.32608695652174,29,54.32608695652174,157,5024,3120,-0.008581655938178301,0.0045580305,-0.5249537408351899,0.9946856233291328,0.2,0.22014781832695007,2.5930587708950044,0.0003,0.0484375,,
169,54.32608695652174,29,54.32608695652174,158,5056,3140,-0.0073264212347567085,0.006979769,-0.4292002171278,0.9979133629240096,0.2,0.5141212344169617,1.3752874791622163,0.0003,0.0265625,,
169,54.32608695652174,29,54.32608695652174,159,5088,3160,-0.005473136156797409,0.012410565,-0.5444806814193726,0.4718906283378601,0.2,0.04467032849788666,0.2801254164427519,0.0003,0.0859375,,
170,54.81720430107527,30,54.81720430107527,160,5120,3180,-0.0017258754000067712,0.03160097,-0.5262928813695907,0.968089934438467,0.2,0.09181594848632812,0.5499316588044166,0.0003,0.2015625,,
170,54.81720430107527,30,54.81720430107527,161,5152,3200,0.06946406867355108,0.025592253,-0.552997249364853,0.8624530583620071,0.2,4.724152088165283,21.34583487510681,0.0003,0.19375,,
170,54.81720430107527,30,54.81720430107527,162,5184,3220,-0.04117728443816304,0.078409925,-0.451358762383461,-0.10544073581695557,0.2,0.0573437362909317,0.40203440487384795,0.0003,0.3046875,,
170,55.45744680851064,30,55.45744680851064,163,5216,3240,-0.05950997546315193,0.016998515,-0.5025840133428574,0.9487996101379395,0.2,-0.025707460939884186,0.11249767169356346,0.0003,0.4890625,,
170,55.45744680851064,30,55.45744680851064,164,5248,3260,0.018919061683118344,0.0033658864,-0.5135721817612648,0.7913687378168106,0.2,8.829935073852539,22.469230365753173,0.0003,0.0546875,,
170,55.51578947368421,30,55.51578947368421,165,5280,3280,-0.005173503281548619,0.0051822755,-0.4875325530767441,0.14504504203796387,0.2,0.10417275875806808,0.553232254087925,0.0003,0.0046875,,
170,55.51578947368421,31,55.51578947368421,166,5312,3300,0.012080208212137223,0.00049447175,-0.46092238575220107,-0.017809629440307617,0.2,68.49140167236328,138.47609481811523,0.0003,0.0,,
170,55.46875,31,55.46875,167,5344,3320,-0.01965994741767645,0.022687769,-0.48937133252620696,-1.621474027633667,0.2,0.12447492778301239,0.503406648337841,0.0003,0.096875,,
171,55.31958762886598,31,55.31958762886598,168,5376,3340,0.006204876303672791,0.0008101342,-0.43259409368038176,-0.07980787754058838,0.2,68.24581146240234,138.16044006347656,0.0003,0.0,,
170,55.12244897959184,31,55.12244897959184,169,5408,3360,0.0003201990388333797,0.0006391583,-0.4526517704129219,-0.04787921905517578,0.2,67.06240844726562,136.4547607421875,0.0003,0.0,,
171,54.84848484848485,31,54.84848484848485,170,5440,3380,-0.004841347597539425,0.0011292584,-0.4282102853059769,-0.04199051856994629,0.2,65.39883422851562,133.2229148864746,0.0003,0.0,,
171,54.84848484848485,31,54.84848484848485,171,5472,3400,-0.008524281904101372,0.0021689022,-0.4397106349468231,-0.051381468772888184,0.2,63.20139694213867,128.83978538513185,0.0003,0.0,,
171,54.75,32,54.75,172,5504,3420,-0.004472177615389228,0.0040653404,-0.447726845741272,-1.072838544845581,0.2,0.278236985206604,0.7648040920495986,0.0003,0.0046875,,
171,54.75,32,54.75,173,5536,3440,-0.013039647787809371,0.0048754727,-0.41111123412847517,-0.02472376823425293,0.2,50.52693176269531,101.63958282470703,0.0003,0.0140625,,
171,54.75,32,54.75,174,5568,3460,-0.009584375843405723,0.0019119196,-0.4477499559521675,0.9227075576782227,0.2,0.05809547007083893,0.2037636086344719,0.0003,0.0921875,,
171,55.48,32,55.48,175,5600,3480,-0.004170571453869343,0.0062941173,-0.46503292173147204,0.9811441004276276,0.2,0.11291884630918503,0.9980819180607796,0.0003,0.078125,,
171,55.48,32,55.48,176,5632,3500,-0.0022060142830014227,0.00085449126,-0.40976492166519163,0.9521516598761082,0.2,0.8372799158096313,4.264083433151245,0.0003,0.0,,
171,55.48,32,55.48,177,5664,3520,-0.006913734320551157,0.01086475,-0.4553457945585251,0.8183346837759018,0.2,0.03050732985138893,0.22292775176465512,0.0003,0.03125,,
171,56.39,33,56.39,178,5696,3540,-0.044081594236195086,0.033656854,-0.44016900956630706,0.9800076130777597,0.2,0.46313196420669556,2.35523179769516,0.0003,0.2734375,,
171,56.05,33,56.05,179,5728,3560,-0.0015473995357751847,0.00034510437,-0.483426196873188,0.9794656336307526,0.2,0.9756011962890625,3.654416537284851,0.0003,0.0,,
171,56.05,33,56.05,180,5760,3580,-0.0035886885598301888,0.0012748297,-0.4403521180152893,-0.010944247245788574,0.2,63.873016357421875,130.29197158813477,0.0003,0.0,,
171,56.25,33,56.25,181,5792,3600,-0.010489923972636461,0.0069864327,-0.46393842101097105,0.4817221760749817,0.2,0.13278542459011078,0.46567640602588656,0.0003,0.0125,,
171,56.36,33,56.36,182,5824,3620,0.004931167419999838,0.0015122397,-0.47395626455545425,0.02555185556411743,0.2,52.464962005615234,109.04369621276855,0.0003,0.009375,,
171,56.54,34,56.54,183,5856,3640,-0.011611731816083192,0.002684976,-0.43413942903280256,0.06104695796966553,0.2,49.493568420410156,111.84648513793945,0.0003,0.0,,
171,56.54,34,56.54,184,5888,3660,-0.0017717549577355384,0.0005817376,-0.46100846379995347,-0.0397486686706543,0.2,57.97172927856445,121.4138687133789,0.0003,0.0,,
171,57.01,34,57.01,185,5920,3680,-0.018605457711964847,0.01153527,-0.4540023848414421,0.5715335011482239,0.2,0.16125109791755676,0.610559307038784,0.0003,0.0546875,,
171,57.28,34,57.28,186,5952,3700,-0.0006278844550251961,0.0011571301,-0.44520493000745776,0.23485702276229858,0.2,40.34172821044922,91.94567184448242,0.0003,0.0,,
171,57.56,34,57.56,187,5984,3720,0.00040258131921291353,4.298985e-06,-0.44492475539445875,0.08658689260482788,0.2,44.31534194946289,99.74250984191895,0.0003,0.0,,
171,57.37,34,57.37,188,6016,3740,-0.0007410414516925811,9.597279e-05,-0.4653410404920578,0.3804508447647095,0.2,25.878101348876953,63.57252464294434,0.0003,0.0,,
172,57.52,35,57.52,189,6048,3760,-0.0020639420952647926,0.00040386058,-0.4468593955039978,0.35519206523895264,0.2,25.228212356567383,60.41907958984375,0.0003,0.0,,
172,57.52,35,57.52,190,6080,3780,-0.0010898176580667496,0.00019715447,-0.4313951000571251,0.610568106174469,0.2,13.452750205993652,34.749250984191896,0.0003,0.0,,
172,57.69,35,57.69,191,6112,3800,-0.008732407353818417,0.0040869294,-0.44250686913728715,0.9715656526386738,0.2,0.08871102333068848,0.3674415618181229,0.0003,0.00625,,
172,57.92,35,57.92,192,6144,3820,0.0005582782439887523,0.0017670356,-0.41572329998016355,0.9155524298548698,0.2,3.06134033203125,9.33409650325775,0.0003,0.0,,
172,57.99,35,57.99,193,6176,3840,-0.004202517960220575,0.0012790142,-0.38629313856363295,0.657103955745697,0.2,8.74683666229248,23.256554508209227,0.0003,0.0,,
172,57.99,36,57.99,194,6208,3860,-0.008102070447057486,0.008557662,-0.3857275977730751,0.9569112025201321,0.2,0.8152325749397278,2.1734422862529756,0.0003,0.0546875,,
172,58.23,36,58.23,195,6240,3880,-0.015104325581341982,0.01544331,-0.4325380176305771,0.9941953211091459,0.2,0.09471441805362701,0.4156037263572216,0.0003,0.0453125,,
172,58.49,36,58.49,196,6272,3900,-0.010931662097573281,0.0055457614,-0.44951814562082293,0.9766033347696066,0.2,0.5055912137031555,1.9441914141178132,0.0003,0.0171875,,
172,58.49,36,58.49,197,6304,3920,-0.0041700216010212895,0.006223685,-0.3846620753407478,0.9833950083702803,0.2,0.39516085386276245,1.352608969807625,0.0003,0.0359375,,
172,58.86,36,58.86,198,6336,3940,-0.007156514003872872,0.009342786,-0.39592821300029757,0.9545290842652321,0.2,0.3508145809173584,1.0369842797517776,0.0003,0.0390625,,
172,58.86,36,58.86,199,6368,3960,-0.006552987545728683,0.0047039436,-0.3981108605861664,0.9802473429590464,0.2,0.5962920188903809,2.026270878314972,0.0003,0.0140625,,
172,58.86,37,58.86,200,6400,3980,-0.0017421144526451825,0.0012551565,-0.39285979270935056,0.9869774784892797,0.2,0.34122851490974426,1.2630677759647368,0.0003,0.0,,
172,59.52,37,59.52,201,6432,4000,-0.01113528637215495,0.01383296,-0.4749209493398666,0.9574798308312893,0.2,0.4622263014316559,3.8322139412164686,0.0003,0.025,,
172,59.52,37,59.52,202,6464,4020,-0.028790250048041345,0.0144732855,-0.4161341115832329,0.9715134743601084,0.2,0.6248490214347839,4.748500043153763,0.0003,0.071875,,
172,60.05,37,60.05,203,6496,4040,-0.013478883728384971,0.017929545,-0.38432721346616744,0.9792518001049757,0.2,0.07111708074808121,0.5648092530667782,0.0003,0.0703125,,
171,60.05,38,60.05,204,6528,4060,-0.004385543707758188,0.0035959315,-0.4179606348276138,0.9961924320086837,0.2,0.32967329025268555,1.969676873087883,0.0003,0.0078125,,
171,60.05,38,60.05,205,6560,4080,-0.007144019659608603,0.0050115557,-0.3591719329357147,0.9909332385286689,0.2,0.04227536916732788,0.17121783569455146,0.0003,0.0140625,,
171,60.77,38,60.77,206,6592,4100,-0.0023067683912813665,0.007720351,-0.33439087867736816,0.9767640456557274,0.2,0.1804334670305252,0.831240476667881,0.0003,0.034375,,
171,60.77,38,60.77,207,6624,4120,-0.012470175325870515,0.0073315995,-0.35645807832479476,0.9901953227818012,0.2,0.6262253522872925,1.7257685482501983,0.0003,0.028125,,
172,61.34,38,61.34,208,6656,4140,-0.00951977986842394,0.004588387,-0.3589505210518837,0.9950520666316152,0.2,0.015164902433753014,0.11775598861277103,0.0003,0.084375,,
171,61.34,38,61.34,209,6688,4160,-0.0014872331172227859,0.0010673152,-0.3470204025506973,0.9807302746921778,0.2,0.7036172151565552,1.8437062859535218,0.0003,0.015625,,
171,61.74,39,61.74,210,6720,4180,-0.008044131193310022,0.0027222307,-0.345966012775898,0.9986860086210072,0.2,-0.003041263669729233,0.03220690041780472,0.0003,0.0890625,,
171,61.74,39,61.74,211,6752,4200,-0.0074048654176294805,0.012294387,-0.33820815980434416,0.992237180005759,0.2,0.4773925840854645,1.291451096534729,0.0003,0.0921875,,
171,61.74,39,61.74,212,6784,4220,-0.0006584640592336655,0.0013655825,-0.32875087559223176,0.9742748308926821,0.2,0.15907509624958038,0.4352395713329315,0.0003,0.0,,
171,61.74,39,61.74,213,6816,4240,-0.0278324818238616,0.022531074,-0.34315488785505294,0.9880989398807287,0.2,0.036703161895275116,0.3988565742969513,0.0003,0.14375,,
172,62.7,39,62.7,214,6848,4260,-0.012892216397449374,0.010017442,-0.35529917031526564,0.8447646647691727,0.2,2.8823564052581787,9.256199598312378,0.0003,0.06875,,
171,62.7,40,62.7,215,6880,4280,-0.0377854373306036,0.061934095,-0.3021833270788193,0.997402974171564,0.2,-0.0014910772442817688,0.09184670262038708,0.0003,0.2875,,
171,62.7,40,62.7,216,6912,4300,-0.027661913819611073,0.044237033,-0.3442091464996338,0.9918892709538341,0.2,0.015998676419258118,0.9725113555788993,0.0003,0.08125,,
171,62.7,40,62.7,217,6944,4320,-0.056851493753492834,0.07341021,-0.4135529905557632,0.9709181897342205,0.2,0.09604659676551819,3.175171233713627,0.0003,0.365625,,
171,64.1,40,64.1,218,6976,4340,-0.019678861275315283,0.047103383,-0.3854526475071907,0.9805124588310719,0.2,0.36974388360977173,2.0876991212368012,0.0003,0.2234375,,
170,64.1,41,64.1,219,7008,4360,-0.00015556113794445992,7.989351e-05,-0.41074768751859664,0.899816706776619,0.2,10.212267875671387,50.37478666305542,0.0003,0.0,,
170,64.1,41,64.1,220,7040,4380,-0.026796132791787386,0.048601106,-0.3488765150308609,0.9701245427131653,0.2,0.06933587789535522,0.37098668292164805,0.0003,0.140625,,
169,64.1,41,64.1,221,7072,4400,-0.01736850365996361,0.018704832,-0.40088493525981905,0.8860240802168846,0.2,0.3757210969924927,2.3822428315877913,0.0003,0.1359375,,
169,64.1,41,64.1,222,7104,4420,-0.00925637800246477,0.02437073,-0.4094382211565971,0.8041510283946991,0.2,0.5924332141876221,2.166159135103226,0.0003,0.084375,,
169,64.1,42,64.1,223,7136,4440,0.004670047480612993,0.0025851913,-0.42121855467557906,0.6412879824638367,0.2,0.4666948914527893,4.013649445772171,0.0003,0.021875,,
169,64.1,42,64.1,224,7168,4460,0.002058382425457239,0.00011006836,-0.3884701430797577,-0.825471043586731,0.2,0.5309078097343445,2.728223794698715,0.0003,0.0,,
169,65.92,42,65.92,225,7200,4480,-0.039249759167432785,0.026432924,-0.41524720191955566,0.9116794914007187,0.2,0.1333237588405609,2.5399856492877007,0.0003,0.1453125,,
169,65.92,42,65.92,226,7232,4500,-0.00018500853329896926,0.00030376296,-0.4007002666592598,0.9969787765294313,0.2,0.02695920318365097,0.41159139946103096,0.0003,0.0,,
169,65.92,42,65.92,227,7264,4520,-0.023361739004030824,0.015449893,-0.41914105117321016,-0.44813835620880127,0.2,-0.007623311132192612,0.2957336697727442,0.0003,0.1390625,,
169,65.92,43,65.92,228,7296,4540,-0.026171815861016513,0.055213094,-0.3341984048485756,0.9801467806100845,0.2,-0.04413347691297531,0.11651339661329985,0.0003,0.096875,,
169,65.92,43,65.92,229,7328,4560,-0.024615228269249202,0.011099182,-0.3074394345283508,0.4931943416595459,0.2,0.042172759771347046,1.0036969766020776,0.0003,0.0375,,
169,65.92,43,65.92,230,7360,4580,-0.006243388261646032,0.009213969,-0.3086709946393967,-0.1390601396560669,0.2,-0.006355056539177895,0.346945561747998,0.0003,0.03125,,
169,67.81,43,67.81,231,7392,4600,-0.0004055461846292019,0.0005974695,-0.3191088140010834,-4.746201992034912,0.2,0.008022114634513855,0.1918407437391579,0.0003,0.0,,
169,67.81,43,67.81,232,7424,4620,-0.005922384280711413,0.026118603,-0.277180390059948,-0.5399861335754395,0.2,-0.007455948740243912,0.16620158404111862,0.0003,0.034375,,
169,67.81,43,67.81,233,7456,4640,-0.01838421504944563,0.03180339,-0.3518391713500023,-1.352454662322998,0.2,-0.02101108431816101,0.11597103215754032,0.0003,0.1328125,,
169,67.81,44,67.81,234,7488,4660,-0.018519452959299087,0.0029963814,-0.37784926742315295,-1.3644068241119385,0.2,-0.022458067163825035,0.08606760613620282,0.0003,0.1234375,,
169,67.81,44,67.81,235,7520,4680,-0.007021009922027588,0.005389509,-0.3091397315263748,-0.07741522789001465,0.2,-0.005765636917203665,0.05870873285457492,0.0003,0.05625,,
169,67.81,44,67.81,236,7552,4700,-0.006684284750372171,0.0022828868,-0.3741663470864296,-0.6621187925338745,0.2,-0.01214740239083767,0.05272230342961848,0.0003,0.0703125,,
168,69.63,44,69.63,237,7584,4720,-0.010912733059376479,0.07810894,-0.33050445169210435,-0.38327813148498535,0.2,-0.015961281955242157,0.03637507129460573,0.0003,0.1828125,,
168,69.63,45,69.63,238,7616,4740,-0.024141839146614073,0.022097023,-0.34780157208442686,0.9840152785181999,0.2,-0.03595517575740814,0.030679078376851975,0.0003,0.1765625,,
168,69.63,45,69.63,239,7648,4760,-0.013221671897917986,0.006060743,-0.3277243822813034,0.2283620834350586,0.2,-0.019947681576013565,0.07588197072036565,0.0003,0.0421875,,
168,69.63,45,69.63,240,7680,4780,-0.01039059879258275,0.08527806,-0.3053960964083672,-1.5138065814971924,0.2,-0.025319352746009827,0.024299818417057396,0.0003,0.125,,
168,69.63,45,69.63,241,7712,4800,0.006076567154377699,0.012853896,-0.3413898855447769,-0.14145898818969727,0.2,-0.005101325456053019,0.03606908592628315,0.0003,0.0390625,,
168,69.63,46,69.63,242,7744,4820,-0.013760107848793269,0.012501607,-0.2861323744058609,-0.3031553030014038,0.2,-0.017875533550977707,0.009836051682941615,0.0003,0.0640625,,
168,71.49,46,71.49,243,7776,4840,-0.0033722128719091415,0.020198122,-0.2828133136034012,-0.5720309019088745,0.2,-0.004009967669844627,0.013363824418047444,0.0003,0.103125,,
168,71.49,46,71.49,244,7808,4860,-0.0215349274687469,0.032010786,-0.2680527403950691,0.9545143619179726,0.2,-0.02884772978723049,0.007030630030203611,0.0003,0.1515625,,
168,71.49,46,71.49,245,7840,4880,-0.021847337111830713,0.06021107,-0.20942238122224807,-0.9235497713088989,0.2,-0.02829945646226406,0.012027678563026712,0.0003,0.125,,
168,71.49,46,71.49,246,7872,4900,-0.008432329539209605,0.009455434,-0.24343136474490165,0.06538105010986328,0.2,-0.013084927573800087,0.008383510360727087,0.0003,0.053125,,
168,71.49,46,71.49,247,7904,4920,-0.022533149644732475,0.024294458,-0.2413409821689129,0.6645362675189972,0.2,-0.025983000174164772,0.004753831651760266,0.0003,0.2171875,,
168,71.49,47,71.49,248,7936,4940,-0.0223109788261354,0.03592933,-0.32496587187051773,-0.5572901964187622,0.2,-0.029103096574544907,0.004702741155051626,0.0003,0.253125,,
168,71.49,47,71.49,249,7968,4960,-0.003894471284002066,0.0021221833,-0.30388655215501786,-1.3414175510406494,0.2,-0.007604400161653757,0.0019245778021286242,0.0003,0.0234375,,
168,73.33,47,73.33,250,8000,4980,-0.01550269303843379,0.0038997494,-0.3426813006401062,-1.6032676696777344,0.2,-0.02054530382156372,0.0027347891715180594,0.0003,0.0859375,,
168,73.33,47,73.33,251,8032,5000,-0.017647432629019022,0.036822118,-0.23112135231494904,0.6920937895774841,0.2,-0.033032432198524475,0.005656012846156955,0.0003,0.10625,,
168,73.33,47,73.33,252,8064,5020,-0.006759514939039946,0.009108014,-0.26825754940509794,-0.03404700756072998,0.2,-0.008056985214352608,0.0031457202261663043,0.0003,0.0796875,,
168,73.33,48,73.33,253,8096,5040,-0.02817737786099315,0.04248659,-0.3016320586204529,0.34588414430618286,0.2,-0.03921175375580788,0.0020763861801242458,0.0003,0.3078125,,
168,73.33,48,73.33,254,8128,5060,-0.036936876736581324,0.1930741,-0.21411464363336563,-1.8063921928405762,0.2,-0.043961651623249054,0.0008175129143637605,0.0003,0.259375,,
168,73.33,48,73.33,255,8160,5080,-0.008492921851575375,0.003321168,-0.28983682543039324,-2.1956584453582764,0.2,-0.012492960318922997,0.0005336391783202999,0.0003,0.1078125,,
168,75.22,48,75.22,256,8192,5100,-0.017666291259229184,0.6385165,-0.26478913202881815,-0.0471343994140625,0.2,-0.03288114070892334,0.00028705850927508437,0.0003,0.221875,,
168,75.22,48,75.22,257,8224,5120,-0.03533441387116909,0.07737998,-0.3137757569551468,0.950181782245636,0.2,-0.04016091302037239,0.00531295231776312,0.0003,0.225,,
168,75.22,49,75.22,258,8256,5140,-0.01361281955614686,0.0022347542,-0.3385429590940475,0.8756193965673447,0.2,-0.01625625602900982,0.0023906573871499857,0.0003,0.0921875,,
168,75.22,49,75.22,259,8288,5160,-0.02487177262082696,0.01971931,-0.3397271692752838,-0.550456166267395,0.2,-0.03961728513240814,0.0008103401865810156,0.0003,0.175,,
168,75.22,49,75.22,260,8320,5180,-0.03949795458465814,0.10842191,-0.36275208443403245,0.7658795714378357,0.2,-0.047823045402765274,0.00033327111814287493,0.0003,0.325,,
168,75.22,49,75.22,261,8352,5200,-0.004454200342297554,0.0012558075,-0.412260839343071,0.7895093411207199,0.2,-0.008473571389913559,6.143213104223833e-05,0.0003,0.0359375,,
167,77.11,49,77.11,262,8384,5220,-0.024516555946320295,0.0550566,-0.334243942797184,0.699221670627594,0.2,-0.02982756495475769,4.449505631782813e-05,0.0003,0.215625,,
168,77.11,50,77.11,263,8416,5240,-0.0168760028667748,0.04312632,-0.37294435650110247,0.9577800817787647,0.2,-0.022614289075136185,0.0014962932153139263,0.0003,0.203125,,
168,77.11,50,77.11,264,8448,5260,-0.03435350619256496,0.03648188,-0.34824893325567247,0.35905522108078003,0.2,-0.04586657136678696,0.0012344534712610765,0.0003,0.1796875,,
168,77.11,50,77.11,265,8480,5280,-0.026417437847703694,0.052149884,-0.29615443497896193,0.6563909649848938,0.2,-0.03737737983465195,0.0005386497068684548,0.0003,0.1,,
168,77.11,50,77.11,266,8512,5300,-0.01035002451390028,0.018674424,-0.2242293506860733,0.7348938286304474,0.2,-0.01620044745504856,3.125220891888603e-05,0.0003,0.046875,,
168,77.11,50,77.11,267,8544,5320,-0.018960045650601387,0.04696768,-0.248135793954134,0.9341939836740494,0.2,-0.02424846775829792,2.201376989887649e-05,0.0003,0.15,,
168,78.98,50,78.98,268,8576,5340,-0.019776877015829086,0.010917341,-0.26574535220861434,0.6991448402404785,0.2,-0.023812556639313698,5.492171103469445e-05,0.0003,0.15,,
168,78.98,51,78.98,269,8608,5360,-0.012374482210725546,0.010275053,-0.26019982770085337,0.9917662711814046,0.2,-0.015505928546190262,0.00027407884772401303,0.0003,0.0640625,,
168,78.98,51,78.98,270,8640,5380,-0.011786043923348189,0.011827931,-0.3029750868678093,0.3003111481666565,0.2,-0.020699217915534973,0.0007338640425587073,0.0003,0.053125,,
168,78.98,51,78.98,271,8672,5400,-0.024207447096705435,0.03838169,-0.3217802673578262,0.8915502578020096,0.2,-0.028770362958312035,0.0011735420994227752,0.0003,0.1953125,,
168,78.98,51,78.98,272,8704,5420,-0.027325230557471512,0.059324097,-0.31791629940271376,-0.9635156393051147,0.2,-0.03386716917157173,0.0001119184755225433,0.0003,0.2578125,,
168,78.98,51,78.98,273,8736,5440,-0.02336881086230278,0.0071246885,-0.32615499645471574,0.26809847354888916,0.2,-0.028284970670938492,6.448806871048874e-05,0.0003,0.14375,,
168,78.98,51,78.98,274,8768,5460,-0.013186361454427243,0.00688057,-0.34542740434408187,0.9611708968877792,0.2,-0.01596386916935444,2.513392951186688e-05,0.0003,0.075,,
168,80.82,52,80.82,275,8800,5480,-0.00798273216933012,0.0057777716,-0.3556730806827545,0.8351368755102158,0.2,-0.017123762518167496,5.520242875718395e-05,0.0003,0.0671875,,
168,80.82,52,80.82,276,8832,5500,-0.021068078093230726,0.032129258,-0.29542768001556396,0.8805710598826408,0.2,-0.026924336329102516,0.0007614674716023729,0.0003,0.146875,,
169,80.82,52,80.82,277,8864,5520,-0.018432868458330632,0.057119984,-0.30375930219888686,0.9139338284730911,0.2,-0.02664894051849842,0.0003184921959473286,0.0003,0.1875,,
169,80.82,52,80.82,278,8896,5540,-0.007087664864957333,0.0022022845,-0.2933730348944664,0.8147745877504349,0.2,-0.013247977010905743,4.523247971519595e-05,0.0003,0.09375,,
169,80.82,52,80.82,279,8928,5560,-0.020349476672708987,0.0724639,-0.2746551424264908,-0.18404769897460938,0.2,-0.029595205560326576,0.00010583587991277454,0.0003,0.1703125,,
169,80.82,52,80.82,280,8960,5580,-0.009746571816504002,0.006163748,-0.2842192441225052,0.9312524348497391,0.2,-0.011938690207898617,4.512574732871144e-05,0.0003,0.115625,,
169,82.64,53,82.64,281,8992,5600,-0.001380741409957409,0.002663958,-0.34202045351266863,0.788183718919754,0.2,-0.004705457016825676,7.585897528770147e-05,0.0003,0.05625,,
169,82.64,53,82.64,282,9024,5620,-0.01457968233153224,0.006676757,-0.3000028520822525,0.9633650034666061,0.2,-0.023026758804917336,0.00064038205309771,0.0003,0.0796875,,
169,82.64,53,82.64,283,9056,5640,-0.024185240641236304,0.012039946,-0.3435000866651535,0.9211355671286583,0.2,-0.03096669353544712,0.0004322867236624006,0.0003,0.1625,,
169,82.64,53,82.64,284,9088,5660,-0.02882138276472688,0.08867135,-0.3083323150873184,-0.24766325950622559,0.2,-0.055766038596630096,7.04389727616217e-05,0.0003,0.1625,,
169,82.64,53,82.64,285,9120,5680,-0.0064574146643280985,0.013441959,-0.29176582843065263,0.7262760400772095,0.2,-0.008647571317851543,5.618302247967222e-05,0.0003,0.0890625,,
169,82.64,53,82.64,286,9152,5700,-0.009985988959670067,0.004292207,-0.3242050141096115,0.9319466724991798,0.2,-0.013995375484228134,6.440102506530821e-05,0.0003,0.0671875,,
169,84.28,54,84.28,287,9184,5720,-0.017122292891144753,0.006172266,-0.3003530383110046,0.14671248197555542,0.2,-0.026341136544942856,0.00011959371058765101,0.0003,0.1,,
169,84.28,54,84.28,288,9216,5740,-0.00903936424292624,0.0073903296,-0.2775329649448395,0.9652181006968021,0.2,-0.01524007972329855,0.001269152102759108,0.0003,0.065625,,
169,84.28,54,84.28,289,9248,5760,-0.028880827967077492,0.114626795,-0.25964277386665346,-1.385685682296753,0.2,-0.05015816539525986,0.0005844655519467778,0.0003,0.1453125,,
169,84.28,54,84.28,290,9280,5780,-0.014825171232223511,0.026547283,-0.27994116246700285,0.7608542740345001,0.2,-0.027657464146614075,0.0006745719292666763,0.0003,0.0953125,,
169,84.28,54,84.28,291,9312,5800,-0.009745762497186661,0.054824658,-0.2811130300164223,0.8510634154081345,0.2,-0.0160482507199049,4.42759356701572e-05,0.0003,0.13125,,
169,84.28,55,84.28,292,9344,5820,-0.019195291586220263,0.049985193,-0.2937586233019829,0.6638127267360687,0.2,-0.0233928170055151,0.00010785572630993557,0.0003,0.1765625,,
169,86.05,55,86.05,293,9376,5840,-0.010211321525275707,0.0068192873,-0.33460735976696016,0.9129333421587944,0.2,-0.015430955216288567,9.981187918128853e-05,0.0003,0.09375,,
169,86.05,55,86.05,294,9408,5860,-0.006818610150367022,0.008213683,-0.3271863669157028,0.9772804193198681,0.2,-0.02018539234995842,0.00042995576513931154,0.0003,0.040625,,
169,86.05,55,86.05,295,9440,5880,-0.0016762490384280681,0.008688891,-0.34211402386426926,0.8977684006094933,0.2,-0.004856633488088846,0.00019187225007044617,0.0003,0.0375,,
