time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,time/iterations,train/n_updates,train/learning_rate,train/clip_fraction,train/policy_gradient_loss,train/loss,train/entropy_loss,train/approx_kl,train/clip_range,train/explained_variance,train/value_loss,eval/mean_reward,eval/mean_ep_length
153,25.682926829268293,25.682926829268293,6,1056,33,640,0.0003,0.0,-0.004415761958807707,15.954273223876953,-0.6657293945550918,0.0041847304,0.2,-0.06741082668304443,33.252292251586915,,
153,25.25581395348837,25.25581395348837,7,1088,34,660,0.0003,0.0015625,-0.011232923343777656,10.380928993225098,-0.668324488401413,0.0061652334,0.2,0.10862290859222412,23.630888748168946,,
154,25.25,25.25,7,1120,35,680,0.0003,0.1640625,-0.032219122909009454,9.044376373291016,-0.6458048790693283,0.022729998,0.2,0.14148062467575073,19.973271369934082,,
155,25.2,25.2,7,1152,36,700,0.0003,0.0,-0.000710015231743455,8.073290824890137,-0.6580243676900863,0.00052491296,0.2,-0.09617507457733154,16.83607921600342,,
154,25.19148936170213,25.19148936170213,7,1184,37,720,0.0003,0.2125,-0.03983888234943152,7.805348873138428,-0.6432315409183502,0.03650233,0.2,-0.009661197662353516,16.28578691482544,,
154,25.3125,25.3125,7,1216,38,740,0.0003,0.0234375,-0.013040231540799141,13.201640129089355,-0.6102112531661987,0.006372681,0.2,0.09961360692977905,27.461388874053956,,
155,25.367346938775512,25.367346938775512,8,1248,39,760,0.0003,0.0,-0.00010459581390023231,8.019768714904785,-0.6067298233509064,0.00027749036,0.2,0.08163279294967651,16.45280294418335,,
155,25.367346938775512,25.367346938775512,8,1280,40,780,0.0003,0.0,-0.0014592761173844338,8.474531173706055,-0.6191681265830994,0.00069819577,0.2,-0.004900574684143066,17.416028690338134,,
156,25.92,25.92,8,1312,41,800,0.0003,0.0,-0.0012751631438732147,2.793372392654419,-0.6137651205062866,0.0007617101,0.2,-0.1745915412902832,6.948345136642456,,
156,26.254901960784313,26.254901960784313,8,1344,42,820,0.0003,0.084375,-0.02843950754031539,8.138757705688477,-0.6089817166328431,0.022954304,0.2,0.16027814149856567,17.322834491729736,,
156,26.254901960784313,26.254901960784313,8,1376,43,840,0.0003,0.0,0.0005162926390767097,10.161056518554688,-0.5964781403541565,7.539615e-05,0.2,-0.07897508144378662,21.09522771835327,,
156,26.254901960784313,26.254901960784313,8,1408,44,860,0.0003,0.0,0.0007974445819854736,2.5142924785614014,-0.6018361866474151,5.385559e-05,0.2,-0.6627523899078369,6.455849432945252,,
157,26.254901960784313,26.254901960784313,9,1440,45,880,0.0003,0.0,-0.00033280826173722746,1.9976133108139038,-0.6118623048067093,3.3576973e-05,0.2,0.012704610824584961,5.5637909293174745,,
157,28.134615384615383,28.134615384615383,9,1472,46,900,0.0003,0.1125,-0.021114771626889704,0.9974334836006165,-0.6287172734737396,0.027861215,0.2,0.5390423536300659,3.8518747687339783,,
158,28.134615384615383,28.134615384615383,9,1504,47,920,0.0003,0.1421875,-0.024337137304246425,7.634183883666992,-0.6160576909780502,0.02763579,0.2,0.16870492696762085,18.20281219482422,,
158,28.58490566037736,28.58490566037736,9,1536,48,940,0.0003,0.0109375,-0.021598214702680706,2.0261902809143066,-0.5381511509418487,0.007100337,0.2,0.3773145079612732,5.369812393188477,,
158,28.58490566037736,28.58490566037736,9,1568,49,960,0.0003,0.0484375,-0.012444131821393967,11.974434852600098,-0.5624742567539215,0.009727443,0.2,0.09487438201904297,25.14650058746338,,
159,28.58490566037736,28.58490566037736,10,1600,50,980,0.0003,0.0125,-0.01709868973121047,2.399064064025879,-0.5698588103055954,0.0062187426,0.2,0.19858813285827637,5.823361039161682,,
159,28.58490566037736,28.58490566037736,10,1632,51,1000,0.0003,0.0,0.0014112847857177258,1.8135830163955688,-0.5900292575359345,7.753167e-05,0.2,0.03710532188415527,4.928995764255523,,
160,28.58490566037736,28.58490566037736,10,1664,52,1020,0.0003,0.0640625,-0.01679400010034442,1.436030387878418,-0.520715457201004,0.015675707,0.2,0.3656364679336548,4.255186426639557,,
160,31.203703703703702,31.203703703703702,10,1696,53,1040,0.0003,0.153125,-0.015314479544758796,0.7610839605331421,-0.5942157626152038,0.013759716,0.2,0.754391148686409,3.0622484624385833,,
161,31.163636363636364,31.163636363636364,10,1728,54,1060,0.0003,0.215625,-0.018226846866309643,10.254263877868652,-0.6125594198703765,0.019925874,0.2,0.20572155714035034,24.791977405548096,,
161,31.163636363636364,31.163636363636364,10,1760,55,1080,0.0003,0.0,-0.001109892874956131,16.670841217041016,-0.5032818526029587,0.00030875765,0.2,-0.02480614185333252,33.87631206512451,,
160,31.803571428571427,31.803571428571427,11,1792,56,1100,0.0003,0.0,-0.0014230115339159966,2.4856150150299072,-0.5452311098575592,0.00046864897,0.2,-0.2357959747314453,5.666824197769165,,
161,31.964912280701753,31.964912280701753,11,1824,57,1120,0.0003,0.0,-0.0007839536294341088,16.521150588989258,-0.5741951584815979,0.00041808188,0.2,-0.006624460220336914,33.48018398284912,,
161,31.74137931034483,31.74137931034483,11,1856,58,1140,0.0003,0.0,-0.0027714356780052184,16.73821258544922,-0.5909995257854461,0.0018228162,0.2,-0.020753026008605957,33.87377452850342,,
160,31.76271186440678,31.76271186440678,11,1888,59,1160,0.0003,0.003125,-0.004047713987529278,13.408279418945312,-0.5029047682881356,0.0030065961,0.2,0.06006902456283569,28.49077453613281,,
158,31.766666666666666,31.766666666666666,12,1920,60,1180,0.0003,0.025,-0.011234272364526987,14.706171989440918,-0.5448423206806183,0.011538734,0.2,-0.044464111328125,29.930007457733154,,
157,31.737704918032787,31.737704918032787,12,1952,61,1200,0.0003,0.0,6.973249837756157e-05,13.496103286743164,-0.5582327306270599,0.0006645005,0.2,0.0020508170127868652,27.549972534179688,,
157,31.725806451612904,31.725806451612904,12,1984,62,1220,0.0003,0.053125,-0.01093648299574852,12.3461332321167,-0.5532969623804093,0.010240946,0.2,0.005137801170349121,25.504438877105713,,
156,32.0,32.0,12,2016,63,1240,0.0003,0.0,-0.008433353155851364,11.081282615661621,-0.5714834451675415,0.0049172295,0.2,0.07295900583267212,23.328383255004884,,
153,32.0,32.0,13,2048,64,1260,0.0003,0.0625,-0.014100306294858455,8.920366287231445,-0.5161064922809601,0.012294376,0.2,0.2538500428199768,19.277286434173583,,
152,32.21875,32.21875,13,2080,65,1280,0.0003,0.0015625,-0.012397489603608846,2.6916401386260986,-0.4818970739841461,0.0046725934,0.2,-0.22755646705627441,7.030285120010376,,
152,32.21875,32.21875,13,2112,66,1300,0.0003,0.0765625,-0.03657317152246833,8.185678482055664,-0.5379643321037293,0.018987812,0.2,0.37230581045150757,17.721156692504884,,
152,32.8,32.8,14,2144,67,1320,0.0003,0.0046875,-0.018524856213480233,2.3717281818389893,-0.5468354046344757,0.0066316277,0.2,0.13563889265060425,6.01478009223938,,
152,32.8,32.8,14,2176,68,1340,0.0003,0.025,-0.006644068844616413,6.46262264251709,-0.5230788499116897,0.008332922,0.2,0.47819703817367554,14.410970830917359,,
152,32.8,32.8,14,2208,69,1360,0.0003,0.0,-0.005083754379302263,2.286667823791504,-0.5254589229822159,0.0022996357,0.2,-0.8202769756317139,5.787327933311462,,
153,33.803030303030305,33.803030303030305,14,2240,70,1380,0.0003,0.0,0.00027091801166534424,1.842392086982727,-0.5637271612882614,6.920006e-05,0.2,-0.7082551717758179,4.974752032756806,,
153,33.803030303030305,33.803030303030305,14,2272,71,1400,0.0003,0.071875,-0.015015156753361226,15.571889877319336,-0.5287758857011795,0.011892177,0.2,-0.0054585933685302734,32.096924209594725,,
153,33.803030303030305,33.803030303030305,14,2304,72,1420,0.0003,0.0,-0.003222846379503608,2.4952285289764404,-0.5552290707826615,0.00046544056,0.2,-0.39305758476257324,5.7453025579452515,,
154,33.803030303030305,33.803030303030305,15,2336,73,1440,0.0003,0.0828125,-0.012481404095888137,1.6278753280639648,-0.5602054387331009,0.015157449,0.2,-0.010732531547546387,4.456638658046723,,
154,34.91044776119403,34.91044776119403,15,2368,74,1460,0.0003,0.11875,-0.00952323479577899,1.287155270576477,-0.5731055170297623,0.009407284,0.2,0.10849463939666748,3.8472694873809816,,
155,34.91044776119403,34.91044776119403,15,2400,75,1480,0.0003,0.00625,-0.004353838600218296,16.30159568786621,-0.5335402756929397,0.0020304648,0.2,-0.06883883476257324,33.64949550628662,,
155,34.91044776119403,34.91044776119403,15,2432,76,1500,0.0003,0.0,-0.002290407381951809,1.8117581605911255,-0.5436580717563629,0.0006774273,0.2,-0.7536340951919556,4.614715123176575,,
155,34.91044776119403,34.91044776119403,15,2464,77,1520,0.0003,0.0,-0.003410468716174364,1.4087034463882446,-0.5633726328611374,0.001619787,0.2,-0.318986177444458,3.825417530536652,,
156,34.91044776119403,34.91044776119403,15,2496,78,1540,0.0003,0.0046875,-0.007069186400622129,1.3148754835128784,-0.5865176498889924,0.0075331433,0.2,0.03581595420837402,3.624934470653534,,
156,34.91044776119403,34.91044776119403,16,2528,79,1560,0.0003,0.0,-0.0013849723152816295,1.1969711780548096,-0.5445092171430588,0.002537094,0.2,0.14206647872924805,3.3675065875053405,,
156,37.338235294117645,37.338235294117645,16,2560,80,1580,0.0003,0.2171875,-0.0283299938775599,1.1090755462646484,-0.5866481244564057,0.035472587,0.2,-0.10463833808898926,3.190869152545929,,
156,37.27536231884058,37.27536231884058,16,2592,81,1600,0.0003,0.0,-0.0043329702690243724,0.9180007576942444,-0.544734463095665,0.0019242028,0.2,-0.269504189491272,2.617872655391693,,
157,37.27536231884058,37.27536231884058,16,2624,82,1620,0.0003,0.0140625,-0.013143864646553993,24.647497177124023,-0.5593726903200149,0.005126532,0.2,-0.027541160583496094,49.85073757171631,,
157,37.55714285714286,37.55714285714286,16,2656,83,1640,0.0003,0.0,-0.0037202164065092804,1.666796088218689,-0.5899118810892106,0.0024642153,0.2,-0.10778272151947021,3.8504199624061584,,
157,37.816901408450704,37.816901408450704,17,2688,84,1660,0.0003,0.0046875,-0.0058993702754378315,23.983192443847656,-0.5155135303735733,0.003040216,0.2,-0.012574911117553711,48.423333168029785,,
158,37.816901408450704,37.816901408450704,17,2720,85,1680,0.0003,0.0,-0.002798634208738804,22.960973739624023,-0.5748694479465485,0.001352475,0.2,0.0059587955474853516,47.164299964904785,,
158,38.111111111111114,38.111111111111114,17,2752,86,1700,0.0003,0.0,-0.0031085386872291565,1.887200117111206,-0.5767877668142318,0.0020416444,0.2,-0.1402900218963623,4.235464644432068,,
158,38.02739726027397,38.02739726027397,17,2784,87,1720,0.0003,0.00625,-0.0134121916256845,22.042802810668945,-0.5914495199918747,0.005920007,0.2,0.023548603057861328,45.20485649108887,,
158,38.02739726027397,38.02739726027397,17,2816,88,1740,0.0003,0.0,-0.004918854497373104,19.894990921020508,-0.5553421944379806,0.0014142068,0.2,0.05461609363555908,41.929969215393065,,
158,38.02739726027397,38.02739726027397,17,2848,89,1760,0.0003,0.0,-0.002038684207946062,2.1122560501098633,-0.5633025884628295,0.0013416158,0.2,0.019230425357818604,4.758620762825013,,
158,38.02739726027397,38.02739726027397,18,2880,90,1780,0.0003,0.0328125,-0.009742564614862203,0.9584454298019409,-0.5824695020914078,0.011795182,0.2,0.06523752212524414,3.2496549248695374,,
158,39.2027027027027,39.2027027027027,18,2912,91,1800,0.0003,0.5,-0.03964734449982643,0.8852049112319946,-0.6148387610912323,0.058836065,0.2,-0.3797903060913086,2.9325017809867857,,
158,39.2027027027027,39.2027027027027,18,2944,92,1820,0.0003,0.2875,-0.025422073435038328,24.166170120239258,-0.5960807919502258,0.021947823,0.2,-0.013591408729553223,49.51364364624023,,
158,39.2027027027027,39.2027027027027,18,2976,93,1840,0.0003,0.00625,-0.014494335372000932,1.5537981986999512,-0.6052139371633529,0.007457068,0.2,0.04734700918197632,3.680718946456909,,
158,39.2027027027027,39.2027027027027,18,3008,94,1860,0.0003,0.0,-0.0032951696775853634,1.1527026891708374,-0.5459191650152206,0.0031261742,0.2,-0.13128018379211426,3.143955636024475,,
158,39.2027027027027,39.2027027027027,19,3040,95,1880,0.0003,0.0,0.00040454212576150893,1.0381947755813599,-0.5474591702222824,1.9644387e-05,0.2,-0.1857835054397583,2.8993763089179994,,
158,39.2027027027027,39.2027027027027,19,3072,96,1900,0.0003,0.009375,-0.013964025769382715,0.9447487592697144,-0.5696556150913239,0.010268197,0.2,-0.10825490951538086,2.7263136088848112,,
158,41.346666666666664,41.346666666666664,19,3104,97,1920,0.0003,0.05625,-0.028145143669098614,0.8295652270317078,-0.5262923926115036,0.021861043,0.2,0.09785491228103638,2.413324922323227,,
158,41.346666666666664,41.346666666666664,19,3136,98,1940,0.0003,0.00625,-0.0025406895205378533,0.7780266404151917,-0.493539659678936,0.002000614,0.2,-0.09846210479736328,2.3293196856975555,,
159,41.346666666666664,41.346666666666664,19,3168,99,1960,0.0003,0.0,-0.0026429986581206323,0.8359694480895996,-0.4882398873567581,0.0014949664,0.2,-0.018690109252929688,2.3462677776813505,,
159,41.346666666666664,41.346666666666664,20,3200,100,1980,0.0003,0.009375,-0.008311243914067745,0.7713196277618408,-0.4728829383850098,0.0047629075,0.2,0.054869234561920166,2.233214569091797,,
159,41.346666666666664,41.346666666666664,20,3232,101,2000,0.0003,0.0,-0.0037560532800853252,0.719781756401062,-0.512113681435585,0.0024914835,0.2,-0.0017535686492919922,2.0919600546360018,,
159,41.346666666666664,41.346666666666664,20,3264,102,2020,0.0003,0.0,0.003456065617501736,0.6826611757278442,-0.4634543627500534,0.0004288638,0.2,0.24345475435256958,1.9671977758407593,,
159,43.328947368421055,43.328947368421055,20,3296,103,2040,0.0003,0.0,-0.005754570104181766,0.42141327261924744,-0.5168832898139953,0.0015247883,0.2,0.5370210409164429,1.470185971260071,,
159,43.328947368421055,43.328947368421055,20,3328,104,2060,0.0003,0.1234375,-0.005785068124532699,11.082324028015137,-0.4159893676638603,0.017225202,0.2,0.4889342188835144,31.678758430480958,,
159,43.328947368421055,43.328947368421055,21,3360,105,2080,0.0003,0.0,-0.003297145012766123,0.8173509240150452,-0.4414746627211571,0.00093722437,0.2,-0.08337616920471191,2.090842515230179,,
159,43.328947368421055,43.328947368421055,21,3392,106,2100,0.0003,0.090625,-0.018738747388124467,0.5678709149360657,-0.48694546818733214,0.015432763,0.2,0.06072556972503662,1.7215047657489777,,
159,43.328947368421055,43.328947368421055,21,3424,107,2120,0.0003,0.0,0.00029496718198060987,0.5442049503326416,-0.4619781941175461,0.0004032338,0.2,0.02344059944152832,1.6048265516757965,,
160,43.328947368421055,43.328947368421055,21,3456,108,2140,0.0003,0.0171875,-0.009896998153999447,0.47918474674224854,-0.4900039002299309,0.0068693403,0.2,0.11380356550216675,1.4961928218603133,,
160,43.328947368421055,43.328947368421055,21,3488,109,2160,0.0003,0.0203125,-0.008068483509123325,0.42459866404533386,-0.4461045444011688,0.00921785,0.2,0.2166861891746521,1.3828368425369262,,
160,45.36363636363637,45.36363636363637,21,3520,110,2180,0.0003,0.315625,-0.039219296723604205,0.29369452595710754,-0.4221121370792389,0.045488983,0.2,0.5550327003002167,1.0634438872337342,,
160,45.36363636363637,45.36363636363637,22,3552,111,2200,0.0003,0.0,-0.0036168379709124567,0.33605343103408813,-0.46644052267074587,0.0029007168,0.2,0.6529697179794312,1.0933579683303833,,
160,45.36363636363637,45.36363636363637,22,3584,112,2220,0.0003,0.028125,-0.009097010269761086,0.34335631132125854,-0.49078846871852877,0.007303695,0.2,0.11930125951766968,1.1390404999256134,,
160,45.36363636363637,45.36363636363637,22,3616,113,2240,0.0003,0.0515625,-0.012390135414898395,0.2281041145324707,-0.45532449185848234,0.009546622,0.2,0.6435900628566742,0.8538330078125,,
159,46.47435897435897,46.47435897435897,22,3648,114,2260,0.0003,0.490625,-0.046622464526444675,-0.004999704658985138,-0.40806432366371154,0.19110909,0.2,0.9683360978960991,0.24778199717402458,,
158,46.47435897435897,46.47435897435897,23,3680,115,2280,0.0003,0.0,-0.005695303808897734,6.018640041351318,-0.5541691243648529,0.0020158337,0.2,0.5976993441581726,30.968137979507446,,
157,46.47435897435897,46.47435897435897,23,3712,116,2300,0.0003,0.0,-6.720181554555892e-05,0.4179038405418396,-0.5279164373874664,0.00016265176,0.2,0.18986904621124268,1.1462392508983612,,
157,46.47435897435897,46.47435897435897,23,3744,117,2320,0.0003,0.00625,-0.007438588235527277,0.25541454553604126,-0.5212011605501174,0.0032358952,0.2,0.2699440121650696,0.9222853988409042,,
157,46.47435897435897,46.47435897435897,23,3776,118,2340,0.0003,0.178125,-0.02723689526319504,0.17225849628448486,-0.4708692625164986,0.044067517,0.2,-1.0739803314208984,0.870452718436718,,
157,46.47435897435897,46.47435897435897,24,3808,119,2360,0.0003,0.0,-0.00230682622641325,0.21616414189338684,-0.47554601430892945,0.0023830272,0.2,-0.8186826705932617,0.811888100206852,,
157,48.41772151898734,48.41772151898734,24,3840,120,2380,0.0003,0.0,-0.0007501976564526558,0.1934080421924591,-0.46155701726675036,0.00026150607,0.2,-0.20112431049346924,0.7136988431215286,,
157,48.41772151898734,48.41772151898734,24,3872,121,2400,0.0003,0.0703125,-0.011152205336838961,0.10146211832761765,-0.4699627697467804,0.012083048,0.2,0.027614355087280273,0.48341450914740564,,
157,48.41772151898734,48.41772151898734,24,3904,122,2420,0.0003,0.0,-0.002995001617819071,0.1382036805152893,-0.49824161678552625,0.0008818256,0.2,0.16542279720306396,0.5687105804681778,,
158,48.41772151898734,48.41772151898734,24,3936,123,2440,0.0003,0.21875,-0.02739621764048934,0.06029896438121796,-0.5122975870966912,0.03024313,0.2,0.6527737677097321,0.40602359622716905,,
158,48.41772151898734,48.41772151898734,25,3968,124,2460,0.0003,0.3453125,-0.05015209205448627,0.034131377935409546,-0.4152320325374603,0.18423693,0.2,0.597430944442749,0.35915702432394025,,
158,48.41772151898734,48.41772151898734,25,4000,125,2480,0.0003,0.1171875,-0.005369874555617571,0.08185494691133499,-0.4096023827791214,0.01848919,0.2,-0.7929651737213135,0.6292480126023292,,
158,50.0625,50.0625,25,4032,126,2500,0.0003,0.25,-0.020757684111595155,0.021186236292123795,-0.49040477722883224,0.006724919,0.2,0.944156926125288,0.18273936212062836,,
158,50.0625,50.0625,25,4064,127,2520,0.0003,0.046875,-0.020243400428444146,20.528844833374023,-0.4347232595086098,0.0071458956,0.2,0.44822436571121216,59.78329010009766,,
158,50.53086419753087,50.53086419753087,25,4096,128,2540,0.0003,0.0015625,-0.00238172747194767,0.14910419285297394,-0.41820058077573774,0.0011678217,0.2,0.037155091762542725,0.503662246465683,,
158,50.53086419753087,50.53086419753087,25,4128,129,2560,0.0003,0.0,0.0005404532887041569,57.676307678222656,-0.434419709444046,0.00027291104,0.2,0.052922964096069336,118.18271102905274,,
159,50.573170731707314,50.573170731707314,26,4160,130,2580,0.0003,0.0,-0.001590399630367756,0.19884833693504333,-0.5044560462236405,0.00033949595,0.2,0.5712678134441376,0.5533956930041313,,
159,50.573170731707314,50.573170731707314,26,4192,131,2600,0.0003,0.0,-0.0027769059874117375,40.75350570678711,-0.45982104539871216,0.00066754315,0.2,0.24159348011016846,94.84790992736816,,
159,50.63855421686747,50.63855421686747,26,4224,132,2620,0.0003,0.0,-0.00169301675632596,0.07367776334285736,-0.52141273021698,0.002033933,0.2,0.8988842144608498,0.25678186267614367,,
159,50.63855421686747,50.63855421686747,26,4256,133,2640,0.0003,0.0,0.01371407900005579,19.926076889038086,-0.46663815528154373,0.0012629321,0.2,0.6261866390705109,55.01910266876221,,
159,50.785714285714285,50.785714285714285,26,4288,134,2660,0.0003,0.0,-0.0023042292334139345,0.06755709648132324,-0.5026064738631248,0.0026867744,0.2,0.8440882861614227,0.2589734807610512,,
160,50.785714285714285,50.785714285714285,26,4320,135,2680,0.0003,0.0,-0.008086119126528502,30.286237716674805,-0.47702050805091856,0.002375462,0.2,0.4582481384277344,75.2746675491333,,
160,51.141176470588235,51.141176470588235,27,4352,136,2700,0.0003,0.221875,-0.017251953855156897,0.1556234508752823,-0.3901082158088684,0.033260778,0.2,0.9172862768173218,0.540149387717247,,
160,51.141176470588235,51.141176470588235,27,4384,137,2720,0.0003,0.1046875,-0.015176495350897313,0.7560731172561646,-0.48999798744916917,0.019077333,0.2,0.9839107543230057,2.579228013753891,,
160,51.141176470588235,51.141176470588235,27,4416,138,2740,0.0003,0.0140625,-0.005899291485548019,0.06063836067914963,-0.4509682610630989,0.006175882,0.2,0.7275485098361969,0.2999521143734455,,
160,51.41860465116279,51.41860465116279,27,4448,139,2760,0.0003,0.034375,-0.01553971115499735,0.12590113282203674,-0.48823819756507875,0.011375145,0.2,0.9772124085575342,1.339806392788887,,
160,51.41860465116279,51.41860465116279,27,4480,140,2780,0.0003,0.0546875,-0.030539434961974622,3.6618218421936035,-0.4782365173101425,0.010031913,0.2,0.9127783253788948,12.582754135131836,,
160,51.41860465116279,51.41860465116279,28,4512,141,2800,0.0003,0.0578125,-0.008291873056441546,0.07041336596012115,-0.4686138406395912,0.01186291,0.2,0.9791106227785349,0.32081224843859674,,
160,51.41860465116279,51.41860465116279,28,4544,142,2820,0.0003,0.0265625,-0.008864425029605627,0.08973591774702072,-0.4578786104917526,0.009063994,0.2,0.9847795972600579,0.6910788133740425,,
160,52.28735632183908,52.28735632183908,28,4576,143,2840,0.0003,0.0296875,0.015773933473974468,0.5871514081954956,-0.46035957485437395,0.0039987825,0.2,0.9335559830069542,4.045388221740723,,
161,52.28735632183908,52.28735632183908,28,4608,144,2860,0.0003,0.015625,-0.010255083627998828,8.39133358001709,-0.4543385297060013,0.0021257605,0.2,0.8954410031437874,29.305029964447023,,
161,52.28735632183908,52.28735632183908,28,4640,145,2880,0.0003,0.2984375,-0.02971715796738863,-0.009963912889361382,-0.43576791435480117,0.07348611,0.2,0.9426977224647999,0.1252791380509734,,
